Customers,4,6,8,10,12,14,16,18,20,22,24,days_to_order
992729448,0,0,0.639204961,6.470099185,1.15250675,0.663060005,0,0,0,0,1.483725802,0
991068621,0,20.03030922,7.444246518,6.840460127,0.006598762,0,0,1.44372447,0,0,0,0
992151505,0,4.845717172,4.252277473,0.728421522,1.349411904,0,0,0,0,0.24233588,0,0
992827378,0,0,0,3.447486756,0.37007295,0.000808143,0,7.826937683,0,0,0,0
992721238,0,0,0,0.757504339,1.047865728,0.934456087,1.036493624,0.993421143,0.207875909,1.930153444,0,0
992638039,0,9.163450566,0.011659498,1.778491831,0.929520057,2.573200192,0,2.742023166,0.557115784,0.565395878,0,0
992788996,,5.673246159,2.057898075,3.337077293,0.809329359,0.695254071,0.172748937,2.16768441,0.127498615,0.4563142,0.247287634,0
991298890,0,0,0.181068831,1.117173369,0,0.361384942,0.38257775,0.701991686,0.002117183,0,1.575933056,0
992626386,0,32.64155778,3.681195266,0,0.462151609,0.628973401,0.745853919,1.352809566,0,0,3.754047934,0
992761916,0,0,0,2.78E-05,1.26E-05,0,0,14.99971176,0,0,0,1.13E-06
992037096,0,0,0,7.501862488,0.459827601,1.517201498,1.365121031,0.722886974,0,3.346102304,0,0
992524526,0,0,0,5.092209082,1.54788521,2.090499174,1.137246693,1.816390782,0.050133052,2.497835115,1.478604392,0
992690960,0,0,0,4.355446706,2.328606192,1.957584105,1.397293016,3.168592841,0.108314012,3.102041734,0,0
992761565,0,0,0,3.25882105,0.30936273,1.885214507,0,0.666822166,1.306003149,0,0,0
992764766,0,0,0,0,0.849576908,1.788729665,0,2.845777166,0.084151837,0,4.46872717,0
992889140,0,0,0,4.041667865,1.099051728,1.84784579,0.779932148,1.844093986,0.30972041,1.789195831,1.189466312,0
992760513,0,0,1.205945061,0.446012549,0.643538633,1.147391095,0.38318676,1.770501426,1.246049759,0,0,0.02915554
992283717,0,24.93423707,0,3.212369225,0.309327731,0.494545814,1.240146829,1.121206235,0,0.468463848,1.306894998,0
990991692,0,0,0,2.479247745,1.745146772,0,0,0,0,0.670882084,0.152572629,0
991129164,0,35.32064935,0,1.150849854,0,1.815482339,0.741101535,0,0.982973697,0,2.07205682,0
